-1.917000000000000037e+00 2.174999999999999822e+00
2.182999999999999829e+00 3.579999999999999849e-01
-1.997999999999999998e+00 8.810000000000000053e-01
-1.762000000000000011e+00 2.649000000000000021e+00
-2.052999999999999936e+00 1.211000000000000076e+00
4.794999999999999929e+00 1.614000000000000101e+00
5.120000000000000107e+00 1.403999999999999915e+00
-2.222999999999999865e+00 8.569999999999999840e-01
-4.600000000000000200e-01 1.790000000000000036e+00
-2.544999999999999929e+00 1.939999999999999947e+00
6.830000000000000071e+00 -5.530000000000000471e-01
6.142999999999999794e+00 -5.689999999999999503e-01
