-2.089999999999999913e-01 1.987999999999999989e+00
-7.339999999999999858e-01 -6.209999999999999964e-01
-5.206000000000000405e+00 -4.430000000000000049e-01
5.000000000000000000e+00 2.141000000000000014e+00
-4.883000000000000007e+00 -4.900000000000000189e-02
2.830999999999999961e+00 4.799999999999999822e-01
5.698999999999999844e+00 -1.187999999999999945e+00
-2.876999999999999780e+00 2.206999999999999851e+00
-1.917000000000000037e+00 1.737999999999999989e+00
-1.739000000000000101e+00 -4.371000000000000441e+00
-2.414000000000000146e+00 2.568999999999999950e+00
5.865999999999999659e+00 -2.299999999999999961e-02
