7.317000000000000171e+00 2.091000000000000192e+00
-1.818000000000000060e+00 6.610000000000000320e-01
-3.044999999999999929e+00 9.689999999999999725e-01
5.536999999999999922e+00 9.829999999999999849e-01
8.987000000000000099e+00 4.426000000000000156e+00
5.998999999999999666e+00 1.284000000000000030e+00
5.439000000000000057e+00 -1.171999999999999931e+00
-2.079000000000000181e+00 1.078000000000000069e+00
1.018999999999999906e+00 1.455000000000000071e+00
4.897999999999999687e+00 -1.610999999999999988e+00
4.828000000000000291e+00 1.030000000000000027e+00
5.698999999999999844e+00 -1.187999999999999945e+00
