-2.601999999999999869e+00 2.498000000000000220e+00
-2.392999999999999794e+00 1.491999999999999993e+00
6.246000000000000441e+00 1.262999999999999901e+00
-2.838000000000000078e+00 3.113999999999999879e+00
4.381000000000000227e+00 3.427000000000000046e+00
-3.709000000000000075e+00 3.208000000000000185e+00
-1.762000000000000011e+00 2.649000000000000021e+00
-1.844000000000000083e+00 1.635000000000000009e+00
-1.895000000000000018e+00 1.822999999999999954e+00
-1.010999999999999899e+00 -6.019999999999999796e-01
-2.079000000000000181e+00 1.078000000000000069e+00
-1.300000000000000044e-01 -2.661999999999999922e+00
