-3.871999999999999886e+00 2.625999999999999890e+00
5.865999999999999659e+00 -2.299999999999999961e-02
8.714999999999999858e+00 -3.666999999999999815e+00
5.998999999999999666e+00 1.284000000000000030e+00
-7.339999999999999858e-01 -6.209999999999999964e-01
5.000000000000000000e+00 2.141000000000000014e+00
-8.040000000000000480e-01 1.247000000000000108e+00
6.461000000000000298e+00 5.759999999999999565e-01
6.041999999999999815e+00 9.370000000000000551e-01
-2.271999999999999797e+00 1.737999999999999989e+00
6.815999999999999837e+00 6.540000000000000258e-01
3.857000000000000206e+00 -5.090000000000000080e-01
